"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"10/15/2015","Fresh Market","SQ *FRESH MARKET C_PURCHASE","4.29","debit","Groceries","Business Credit Account","",""
"10/15/2015","Fresh Market","SQ *FRESH MARKET C_PURCHASE","3.52","debit","Groceries","Business Credit Account","",""
"10/14/2015","Park's Hamburgers","SQ *PARK'S HAMBURGERS C_PURCHASE","8.21","debit","Restaurants","Business Credit Account","",""
"10/14/2015","Amazon","AMAZON MKTPLACE PMTS C_PURCHASE","115.20","debit","Entertainment","Business Credit Account","",""
"10/14/2015","Transfer from Personal Checking Account","Online payment from CHK 0","157.71","credit","Credit Card Payment","Personal Credit Account","",""
"10/13/2015","Estilos Salon","ESTILOS SALON C_PURCHASE","12.00","debit","Personal Care","Business Credit Account","",""
"10/13/2015","Snack Corner","SQ *SHON'S SNACK CORNER Dallas TX","4.63","debit","Groceries","Personal Credit Account","",""
"10/13/2015","Fresh Market","SQ *FRESH MARKET Dallas TX","2.32","debit","Food & Dining","Personal Credit Account","",""
"10/13/2015","Transfer to Personal Credit Account","Online Banking payment to CRD 4854 Confirmation# 3079140718","157.71","debit","Credit Card Payment","Personal Checking Account","",""
"10/10/2015","Adorama","ADORAMA INC 212-7410401 NY","369.99","debit","Electronics & Software","Personal Credit Account","",""
"10/10/2015","IKEA","IKEA-FRISCO FRISCO TX","140.80","debit","Furnishings","Personal Credit Account","",""
"10/10/2015","Fresh Market","SQ *FRESH MARKET Dallas TX","5.34","debit","Food & Dining","Personal Credit Account","",""
"10/09/2015","Snack Corner","SQ *SHON'S SNACK CORNER Dallas TX","4.85","debit","Groceries","Personal Credit Account","",""
"10/09/2015","Coconut Thai Grill","COCONUT THAI GRILL CARROLLTON TX","20.00","debit","Fast Food","Personal Credit Account","",""
"10/09/2015","7-Eleven","7-ELEVEN 26702 DALLAS TX","33.00","debit","Gas & Fuel","Personal Credit Account","",""
"10/08/2015","IKEA","IKEA-FRISCO FRISCO TX","66.00","debit","Furnishings","Personal Credit Account","",""
"10/08/2015","Fresh Market","SQ *FRESH MARKET Dallas TX","7.03","debit","Food & Dining","Personal Credit Account","",""
"10/07/2015","Park's Hamburgers","SQ *PARK'S HAMBURGERS Dallas TX","6.91","debit","Restaurants","Personal Credit Account","",""
"10/07/2015","Amazon","AMAZON MKTPLACE PMTS AMZN.COM/BILLWA","8.23","debit","Entertainment","Personal Credit Account","",""
"10/06/2015","He","HE3 INC DALLAS TX","9.15","debit","Food & Dining","Personal Credit Account","",""
"10/06/2015","First Communitie Des","First Communitie DES:centmed ID:XXXXX5681 INDN:HuynhVu CO ID:XXXXX92293 WEB","1251.87","debit","Mortgage & Rent","Personal Checking Account","",""
"10/05/2015","Transfer from Personal Checking Account","Online payment from CHK 0","81.59","credit","Credit Card Payment","CORP Account - Business Credit Account 2","",""
"10/05/2015","Inwood","INWOOD DALLAS TX","1.50","debit","Food & Dining","Personal Credit Account","",""
"10/05/2015","Inwood","INWOOD DALLAS TX","19.47","debit","Food & Dining","Personal Credit Account","",""
"10/05/2015","Transfer to CORP Account - Bank of America","Online Banking payment to CRD 1669 Confirmation# 0307707499","81.59","debit","Credit Card Payment","Personal Checking Account","",""
"10/03/2015","Fresh Market","SQ *FRESH MARKET Dallas TX","7.23","debit","Food & Dining","Personal Credit Account","",""
"10/01/2015","Transfer from Personal Checking Account","Online payment from CHK 0","677.82","credit","Credit Card Payment","CORP Account - Business Credit Account 2","",""
"10/01/2015","Transfer from Personal Checking Account","Online payment from CHK 0","107.71","credit","Credit Card Payment","Personal Credit Account","",""
"10/01/2015","Utswmc Dallas Tx","UTSWMC DALLAS TX DES:PAYROLL ID:160893 INDN:VU,HUYNH V. CO ID:XXXXX02868 PPD","3876.35","credit","Paycheck","Personal Checking Account","",""
"10/01/2015","Transfer to CORP Account - Bank of America","Online Banking payment to CRD 1669 Confirmation# 4273549811","677.82","debit","Credit Card Payment","Personal Checking Account","",""
"10/01/2015","Transfer to Personal Savings Account","Online scheduled transfer to Sav 0538 Confirmation# 4669500050","10.00","debit","Transfer","Personal Checking Account","",""
"10/01/2015","Transfer to Personal Credit Account","Online Banking payment to CRD 4854 Confirmation# 4273547648","107.71","debit","Credit Card Payment","Personal Checking Account","",""
"10/01/2015","Transfer from Personal Checking Account","Online scheduled transfer from CHK 0525 Confirmation# 4669500050","10.00","credit","Transfer","Personal Savings Account","",""
"10/01/2015","Account Maintenance Fee","Monthly Fee for Business Fundamentals","16.00","debit","Bank Fee","Business Checking Account","",""
"10/01/2015","Amazon","AMAZON MKTPLACE PMTS C_PURCHASE","81.59","debit","Entertainment","Business Credit Account","",""
"9/30/2015","Transfer from Personal Checking Account","Online scheduled payment","50.00","credit","Credit Card Payment","CORP Account - Business Credit Account 2","",""
"9/30/2015","Transfer from Personal Checking Account","Online scheduled payment","50.00","credit","Credit Card Payment","Personal Credit Account","",""
"9/30/2015","Transfer to CORP Account - Bank of America","Online scheduled payment to CRD 1669 Confirmation# 3660608036","50.00","debit","Credit Card Payment","Personal Checking Account","",""
"9/30/2015","Transfer to Personal Savings Account","Online scheduled transfer to Sav 0538 Confirmation# 1160696326","20.00","debit","Transfer","Personal Checking Account","",""
"9/30/2015","Transfer to Personal Credit Account","Online scheduled payment to CRD 5315 Confirmation# 1060607398","50.00","debit","Credit Card Payment","Personal Checking Account","",""
"9/30/2015","Transfer from Personal Checking Account","Online scheduled transfer from CHK 0525 Confirmation# 1160696326","20.00","credit","Transfer","Personal Savings Account","",""
"9/29/2015","Transfer from Personal Checking Account","KEEPTHECHANGE CREDIT FROM ACCT0525 EFFECTIVE 09/28","0.44","credit","Transfer","Personal Savings Account","",""
"9/28/2015","Transfer to Personal Savings Account","KEEP THE CHANGE TRANSFER TO ACCT 0538 FOR 09/28/15","0.44","debit","Transfer","Personal Checking Account","",""
"9/28/2015","Wal-Mart","WM SUPERCENTER 09/27 #000578746 PURCHASE Wal-Mart Super Ce DALLAS TX","34.56","debit","Entertainment","Personal Checking Account","",""
"9/16/2015","AT&T","ATT*BILL PAYMENT C_PURCHASE","50.45","debit","Home Phone","Business Credit Account","",""
"9/09/2015","Fresh Market","SQ *FRESH MARKET C_PURCHASE","6.54","debit","Groceries","Business Credit Account","",""
"9/09/2015","Stratos Greek Taverna","STRATOS GREEK TAVERNA C_PURCHASE","28.00","debit","Restaurants","Business Credit Account","",""
"9/08/2015","Wal-Mart","WAL-MART #5823 C_PURCHASE","81.17","debit","Entertainment","Business Credit Account","",""
"9/08/2015","Bambu Desserts Drink","BAMBU DESSERTS & DRINK C_PURCHASE","17.86","debit","Food & Dining","Business Credit Account","",""
"9/08/2015","7-Eleven","7-ELEVEN 32924 C_PURCHASE","1.98","debit","Fast Food","Business Credit Account","",""
"9/08/2015","Sam's Club","SAMSCLUB #6372 C_PURCHASE","189.53","debit","Entertainment","Business Credit Account","",""
"9/08/2015","7-Eleven","7-ELEVEN 32924 C_PURCHASE","34.71","debit","Fast Food","Business Credit Account","",""
"9/08/2015","Jipbop","JIPBOP C_PURCHASE","25.00","debit","Food & Dining","Business Credit Account","",""
"9/07/2015","Wingstop","WINGSTOP C_PURCHASE","18.39","debit","Restaurants","Business Credit Account","",""
"9/07/2015","Fraud Dispute","FRAUD DISPUTE C_BANKTRANSACTION","7.57","credit","Credit Card Payment","Personal Credit Account","",""
"9/05/2015","Skill","SKILL-CAPPED.COM 866-808-2824 VA","6.99","debit","Entertainment","Personal Credit Account","",""
"9/05/2015","Snack Corner","SQ *SHON'S SNACK CORNER Dallas TX","7.57","debit","Groceries","Personal Credit Account","",""
"9/05/2015","Park's Hamburgers","PARKS HAMBURGERS DALLAS TX","8.21","debit","Restaurants","Personal Credit Account","",""
"9/04/2015","Clements Universit","CLEMENTS UNIVERSIT DALLAS TX","5.44","debit","Food & Dining","Personal Credit Account","",""
"9/03/2015","Snack Corner","SQ *SHON'S SNACK CORNER Dallas TX","4.17","debit","Groceries","Personal Credit Account","",""
"9/02/2015","He","HE3 INC DALLAS TX","8.12","debit","Food & Dining","Personal Credit Account","",""
"9/02/2015","Fresh Market","SQ *FRESH MARKET Dallas TX","3.02","debit","Groceries","Personal Credit Account","",""
"9/02/2015","Bank America Des","Bank of America DES:CASHREWARD ID:VU INDN:0000000075123106000000 CO...","29.30","credit","Income","Personal Savings Account","",""
"9/01/2015","Fresh Market","SQ *FRESH MARKET Dallas TX","7.79","debit","Groceries","Personal Credit Account","",""
"9/01/2015","Transfer to Savings","Online scheduled transfer to Sav 0538 Confirmation# 3610318580","10.00","debit","Transfer","Personal Checking Account","",""
"9/01/2015","Transfer from Personal Credit Account","Online scheduled transfer from CHK 0525 Confirmation# 3610318580","10.00","credit","Transfer","Personal Savings Account","",""
"9/01/2015","Account Maintenance Fee","Monthly Fee for Business Fundamentals","16.00","debit","Bank Fee","Business Checking Account","",""
"8/31/2015","Transfer from Personal Checking Account","Online scheduled payment","50.00","credit","Credit Card Payment","CORP Account - Business Credit Account 2","",""
"8/31/2015","Estilos Salon","ESTILOS SALON C_PURCHASE","12.00","debit","Personal Care","Business Credit Account","",""
"8/31/2015","Fresh Market","SQ *FRESH MARKET C_PURCHASE","2.99","debit","Groceries","Business Credit Account","",""
"8/31/2015","Start Restaurant LLC","START RESTAURANT L C_PURCHASE","10.28","debit","Restaurants","Business Credit Account","",""
"8/31/2015","Transfer to Personal Savings Account","7-11 STORE 35405 DALLAS TX","10.00","debit","Transfer","Personal Credit Account","",""
"8/31/2015","Crazy Fish","SQ *CRAZY FISH Dallas TX","6.50","debit","Restaurants","Personal Credit Account","",""
"8/31/2015","Mongolian Hot Pot ^^^^^^^^^","MONGOLIAN HOT POT PLANO TX","28.00","debit","Restaurants","Personal Credit Account","",""
"8/31/2015","Ranch","99 RANCH #1102 PLANO TX","49.80","debit","Groceries","Personal Credit Account","",""
"8/31/2015","Transfer from Personal Checking Account","Online scheduled payment","50.00","credit","Credit Card Payment","Personal Credit Account","",""
"8/31/2015","Transfer to CORP Account - Bank of America","Online scheduled payment to CRD 5315 Confirmation# 1001539073","50.00","debit","Credit Card Payment","Personal Checking Account","",""
"8/31/2015","Transfer to Personal Credit Account","Online scheduled payment to CRD 1669 Confirmation# 4301534261","50.00","debit","Credit Card Payment","Personal Checking Account","",""
"8/31/2015","Transfer to Personal Savings Account","Online scheduled transfer to Sav 0538 Confirmation# 3601497972","20.00","debit","Transfer","Personal Checking Account","",""
"8/31/2015","Transfer from Personal Checking Account","Online scheduled transfer from CHK 0525 Confirmation# 3601497972","20.00","credit","Transfer","Personal Savings Account","",""
"8/28/2015","Park's Hamburgers","PARKS HAMBURGERS C_PURCHASE","8.21","debit","Restaurants","Business Credit Account","",""
"8/28/2015","Fresh Market","SQ *FRESH MARKET C_PURCHASE","6.48","debit","Groceries","Business Credit Account","",""
"8/26/2015","He","HE3 INC C_PURCHASE","6.77","debit","Uncategorized","Business Credit Account","",""
"8/26/2015","Pho Chau Restaurant","PHO CHAU RESTAURANT C_PURCHASE","10.00","debit","Restaurants","Business Credit Account","",""
"8/25/2015","Utsw Med Ctrcul","UTSW MED CTRCUL5210 C_PURCHASE","2.12","debit","Uncategorized","Business Credit Account","",""
"8/24/2015","Inkley's","SPRINKLES ICE CREAM103 C_PURCHASE","5.14","debit","Electronics & Software","Business Credit Account","",""
"8/24/2015","Sam's Club","SAMS CLUB #6372 C_PURCHASE","310.20","debit","Shopping","Business Credit Account","",""
"8/21/2015","Wal-Mart","WAL-MART #5823 DALLAS TX","61.88","debit","Shopping","Personal Credit Account","",""
"8/21/2015","Chipotle","CHIPOTLE 2036 DALLAS TX","7.79","debit","Fast Food","Personal Credit Account","",""
"8/20/2015","Transfer from Personal Checking Account","Online payment from CHK 0","274.99","credit","Credit Card Payment","Personal Credit Account","",""
"8/20/2015","Transfer to Business Checking Account","Online Banking transfer to CHK 6028 Confirmation# 3910945766","200.00","debit","Transfer","Personal Checking Account","",""
"8/20/2015","Transfer to Personal Credit Account","Online Banking payment to CRD 5315 Confirmation# 3910921513","274.99","debit","Credit Card Payment","Personal Checking Account","",""
"8/20/2015","Transfer from Personal Checking Account","KEEPTHECHANGE CREDIT FROM ACCT0525 EFFECTIVE 08/19","0.25","credit","Transfer","Personal Savings Account","",""
"8/20/2015","Transfer from Personal Checking Account","Online Banking transfer from CHK 0525 Confirmation# 3910945766","200.00","credit","Transfer","Business Checking Account","",""
"8/19/2015","Erenterplan Amig Cn","ERENTERPLAN-AMIG-CN 888-205-8118 CA","268.00","debit","Home Insurance","Personal Credit Account","",""
"8/19/2015","Cinemark","CHECKCARD 0817 CINEMARK THEATRES 352 ROCKWALL TX 24761975230091281001662","8.00","debit","Movies & DVDs","Personal Checking Account","",""
"8/19/2015","Cinemark","CHECKCARD 0817 CINEMARK THEATRES 352 ROCKWALL TX 24761975230091281001670","4.75","debit","Movies & DVDs","Personal Checking Account","",""
"8/19/2015","Transfer to Personal Savings Account","KEEP THE CHANGE TRANSFER TO ACCT 0538 FOR 08/19/15","0.25","debit","Transfer","Personal Checking Account","",""
"8/19/2015","Bkofamerica ATM Deposit","BKOFAMERICA ATM 08/19 #000006709 DEPOSIT JOSEY/HEBRON CARROLLTON TX","1000.00","credit","Income","Personal Checking Account","",""
"8/13/2015","PayPal","PAYPAL DES:INST XFER ID:STARBUCKSCO INDN:INSTACARDS CO ID:PAYPALSI77 WEB","15.00","debit","Shopping","Business Checking Account","",""
"8/05/2015","Skill","SKILL-CAPPED.COM 8668082824 VA","6.99","debit","Business Services","Personal Credit Account","",""
"8/04/2015","PayPal","PAYPAL DES:INST XFER ID:STARBUCKSCO INDN:INSTACARDS CO ID:PAYPALSI77 WEB","15.00","debit","Shopping","Business Checking Account","",""
"8/03/2015","Account Maintenance Fee","Monthly Fee for Business Fundamentals","16.00","debit","Bank Fee","Business Checking Account","",""
"7/31/2015","Transfer from Personal Checking Account","Online scheduled payment","50.00","credit","Credit Card Payment","CORP Account - Business Credit Account 2","",""
"7/31/2015","Transfer from Personal Checking Account","Online scheduled payment","25.11","credit","Credit Card Payment","Personal Credit Account","",""
"7/31/2015","Transfer to CORP Account - Bank of America","Online scheduled payment to CRD 1669 Confirmation# 1233929553","50.00","debit","Credit Card Payment","Personal Checking Account","",""
"7/31/2015","Transfer to Personal Savings Account","Online scheduled transfer to Sav 0538 Confirmation# 2233834801","20.00","debit","Transfer","Personal Checking Account","",""
"7/31/2015","Transfer to Personal Savings Account","Online scheduled transfer to Sav 0538 Confirmation# 3333957503","10.00","debit","Transfer","Personal Checking Account","",""
"7/31/2015","Transfer to Personal Credit Account","Online scheduled payment to CRD 5315 Confirmation# 2233803081","25.11","debit","Credit Card Payment","Personal Checking Account","",""
"7/31/2015","Transfer from Personal Checking Account","Online scheduled transfer from CHK 0525 Confirmation# 2233834801","20.00","credit","Transfer","Personal Savings Account","",""
"7/31/2015","Transfer from Personal Checking Account","Online scheduled transfer from CHK 0525 Confirmation# 3333957503","10.00","credit","Transfer","Personal Savings Account","",""
"7/31/2015","PayPal","PAYPAL DES:INST XFER ID:STARBUCKSCO INDN:INSTACARDS CO ID:PAYPALSI77 WEB","15.00","debit","Shopping","Business Checking Account","",""
"7/24/2015","PayPal","PAYPAL DES:INST XFER ID:STARBUCKSCO INDN:INSTACARDS CO ID:PAYPALSI77 WEB","15.00","debit","Shopping","Business Checking Account","",""
"7/20/2015","Interest Charged Purchases","INTEREST CHARGED ON PURCHASES C_BANKCHARGES","5.11","debit","Finance Charge","Personal Credit Account","",""
"7/20/2015","Transfer to Business Checking Account","Online Banking transfer to CHK 6028 Confirmation# 2939335412","90.01","debit","Transfer","Personal Savings Account","",""
"7/20/2015","Transfer from Personal Savings Account","Online Banking transfer from SAV 0538 Confirmation# 2939335412","90.01","credit","Transfer","Business Checking Account","",""
"7/06/2015","Bc Basecamp Il","BC.BASECAMP 2737617 312-281-5333 IL","20.00","debit","Uncategorized","Personal Credit Account","",""
"7/03/2015","Transfer from Personal Checking Account","Online payment from CHK 0","126.24","credit","Credit Card Payment","CORP Account - Business Credit Account 2","",""
"7/03/2015","Transfer from Personal Checking Account","Online payment from CHK 0","757.92","credit","Credit Card Payment","Personal Credit Account","",""
"7/03/2015","Transfer to Personal Credit Account","Online Banking payment to CRD 5315 Confirmation# 1494434751","757.92","debit","Credit Card Payment","Personal Checking Account","",""
